event_id,name_of_incident,year,country,place_name,type_of_event,historical_character,description,first_person_strategy,mistakes_reflection,modern_strategy,description_quality,first_person_strategy_quality,mistakes_reflection_quality,modern_strategy_quality,rag_ready,era,year_display,chrono_rank,description_word_count,description_char_count,first_person_strategy_word_count,first_person_strategy_char_count,mistakes_reflection_word_count,mistakes_reflection_char_count,modern_strategy_word_count,modern_strategy_char_count,total_narrative_words,narrative_completeness,narrative_completeness_pct,rag_document,rag_document_word_count,first_person_question_count,first_person_exclamation_count
EVT_00055,Autonomy Negotiations,1954,Tunisia,Paris,Diplomatic Negotiation,Pierre Mendã¨S France,"As French Prime Minister, I negotiated Tunisian internal autonomy. France was exhausted by colonial wars. I saw that holding colonies was impossible. Better to grant autonomy gracefully than lose violently.","France faced insurgencies in Algeria, Indochina, and Tunisia. We couldn't fight everywhere. Tunisia was least strategically vital. Granting autonomy there might preserve French influence and prevent complete loss.","We didn't grant full independence, creating ambiguity that prolonged conflict. We should have withdrawn completely. Half-measures satisfied no one. France's attempt to preserve influence just delayed the inevitable.","Modern lesson: retreating powers should withdraw decisively, not gradually. Slow withdrawals prolong suffering and guarantee failure. Britain's phased withdrawal from India caused Partition's bloodbath. Clean breaks are less bloody.",good,good,good,good,1,CE,1954 CE,61,30,206,28,213,28,215,29,232,115,4,100.0,"Event: Autonomy Negotiations | Year: 1954 CE | Location: Paris | Country: Tunisia | Type: Diplomatic Negotiation | Historical Figure: Pierre Mendã¨S France

Description: As French Prime Minister, I negotiated Tunisian internal autonomy. France was exhausted by colonial wars. I saw that holding colonies was impossible. Better to grant autonomy gracefully than lose violently.

First-Person Account: France faced insurgencies in Algeria, Indochina, and Tunisia. We couldn't fight everywhere. Tunisia was least strategically vital. Granting autonomy there might preserve French influence and prevent complete loss.

Reflection on Mistakes: We didn't grant full independence, creating ambiguity that prolonged conflict. We should have withdrawn completely. Half-measures satisfied no one. France's attempt to preserve influence just delayed the inevitable.

Modern Strategic Analysis: Modern lesson: retreating powers should withdraw decisively, not gradually. Slow withdrawals prolong suffering and guarantee failure. Britain's phased withdrawal from India caused Partition's bloodbath. Clean breaks are less bloody.",147,0,0
EVT_00056,Full Independence,1956,Tunisia,Tunis,Political Decision,Habib Bourguiba,"Achieved full independence from France. I became Prime Minister, then President. Tunisia was free after 75 years of French rule. I modernized the country - education, women's rights, secularism - making Tunisia the most progressive Arab state.","Independence was just the beginning. We needed to build a modern nation. I focused on education, women's liberation, and economic development. Arab identity didn't mean backwardness. We could be both Arab and modern.","I became too authoritarian, crushing opposition and declaring myself president for life. Power corrupted me. The young reformer became an old dictator. Tunisia deserved democracy after independence, not one-man rule.",Modern lesson: post-independence leaders often disappoint. Liberation heroes rarely become good governors. The skills for revolution differ from skills for administration. George Washington's greatness was stepping down. Most leaders refuse.,good,good,good,good,1,CE,1956 CE,62,37,243,33,216,30,216,30,241,130,4,100.0,"Event: Full Independence | Year: 1956 CE | Location: Tunis | Country: Tunisia | Type: Political Decision | Historical Figure: Habib Bourguiba

Description: Achieved full independence from France. I became Prime Minister, then President. Tunisia was free after 75 years of French rule. I modernized the country - education, women's rights, secularism - making Tunisia the most progressive Arab state.

First-Person Account: Independence was just the beginning. We needed to build a modern nation. I focused on education, women's liberation, and economic development. Arab identity didn't mean backwardness. We could be both Arab and modern.

Reflection on Mistakes: I became too authoritarian, crushing opposition and declaring myself president for life. Power corrupted me. The young reformer became an old dictator. Tunisia deserved democracy after independence, not one-man rule.

Modern Strategic Analysis: Modern lesson: post-independence leaders often disappoint. Liberation heroes rarely become good governors. The skills for revolution differ from skills for administration. George Washington's greatness was stepping down. Most leaders refuse.",161,0,0
EVT_00057,Bizerte Crisis,1961,Tunisia,Bizerte,Battle,Habib Bourguiba,"Demanded France evacuate its naval base at Bizerte. France refused. Tunisian forces blockaded the base; France responded with military force. Hundreds died. Eventually, France withdrew. Independence required reclaiming our territory.","Sovereignty means controlling your territory. France's base was a violation of our independence. I had to act, even knowing we would lose militarily. Sometimes you fight for principle, not victory.","I underestimated French military response. The battle killed over 1,000 Tunisians. I achieved my goal - France eventually left - but at terrible cost. Better negotiation might have avoided bloodshed.","Modern lesson: symbolic sovereignty battles are expensive. Falklands, Crimea - nations fight over territory for prestige, not just strategy. But blood spilled for symbols is still blood.",good,good,good,good,1,CE,1961 CE,64,30,233,30,197,30,199,27,186,117,4,100.0,"Event: Bizerte Crisis | Year: 1961 CE | Location: Bizerte | Country: Tunisia | Type: Battle | Historical Figure: Habib Bourguiba

Description: Demanded France evacuate its naval base at Bizerte. France refused. Tunisian forces blockaded the base; France responded with military force. Hundreds died. Eventually, France withdrew. Independence required reclaiming our territory.

First-Person Account: Sovereignty means controlling your territory. France's base was a violation of our independence. I had to act, even knowing we would lose militarily. Sometimes you fight for principle, not victory.

Reflection on Mistakes: I underestimated French military response. The battle killed over 1,000 Tunisians. I achieved my goal - France eventually left - but at terrible cost. Better negotiation might have avoided bloodshed.

Modern Strategic Analysis: Modern lesson: symbolic sovereignty battles are expensive. Falklands, Crimea - nations fight over territory for prestige, not just strategy. But blood spilled for symbols is still blood.",147,0,0
EVT_00058,Personal Status Code,1956,Tunisia,Tunis,Cultural Reform,Habib Bourguiba,"Enacted the Personal Status Code, giving Tunisian women unprecedented rights - polygamy abolished, divorce rights, education access. We were the only Arab country to give women near-equality under law.","Modernization requires women's liberation. Half our population couldn't contribute to development when trapped in traditional roles. Women's rights were economic necessity, not just moral issue.",Changing family law offended conservative Muslims. We imposed secularism too quickly on a religious population. The backlash empowered Islamist opposition. Gradual change might have been wiser.,"Modern lesson: social engineering is difficult. You can change laws quickly but culture changes slowly. Resistance to imposed modernization often strengthens traditionalism. Turkey, Iran - forced secularization created Islamist reactions.",good,good,good,good,1,CE,1956 CE,62,29,201,25,194,26,193,30,238,110,4,100.0,"Event: Personal Status Code | Year: 1956 CE | Location: Tunis | Country: Tunisia | Type: Cultural Reform | Historical Figure: Habib Bourguiba

Description: Enacted the Personal Status Code, giving Tunisian women unprecedented rights - polygamy abolished, divorce rights, education access. We were the only Arab country to give women near-equality under law.

First-Person Account: Modernization requires women's liberation. Half our population couldn't contribute to development when trapped in traditional roles. Women's rights were economic necessity, not just moral issue.

Reflection on Mistakes: Changing family law offended conservative Muslims. We imposed secularism too quickly on a religious population. The backlash empowered Islamist opposition. Gradual change might have been wiser.

Modern Strategic Analysis: Modern lesson: social engineering is difficult. You can change laws quickly but culture changes slowly. Resistance to imposed modernization often strengthens traditionalism. Turkey, Iran - forced secularization created Islamist reactions.",142,0,0
EVT_00059,Economic Cooperatives Experiment,1964,Tunisia,Tunisia,Cultural Reform,Ahmad Ben Salah,"Attempted socialist transformation of Tunisia's economy. I nationalized land and created agricultural cooperatives. The experiment failed disastrously, causing food shortages and economic decline.",Tunisia needed rapid development. Capitalism was too slow; socialism promised transformation. Soviet planning seemed scientifically superior to market chaos. I genuinely believed cooperatives would modernize agriculture.,Forced collectivization ignored farmer incentives and local knowledge. Bureaucrats in Tunis couldn't manage agriculture better than farmers in fields. Ideology blinded me to practical reality. Tunisia's agricultural production collapsed.,"Modern lesson: central planning fails because information is dispersed. Markets aggregate local knowledge that bureaucrats can't access. China's Great Leap Forward, Soviet collectivization - the pattern repeats. Respect local knowledge.",good,good,good,good,1,CE,1964 CE,66,23,196,26,220,29,237,30,236,108,4,100.0,"Event: Economic Cooperatives Experiment | Year: 1964 CE | Location: Tunisia | Country: Tunisia | Type: Cultural Reform | Historical Figure: Ahmad Ben Salah

Description: Attempted socialist transformation of Tunisia's economy. I nationalized land and created agricultural cooperatives. The experiment failed disastrously, causing food shortages and economic decline.

First-Person Account: Tunisia needed rapid development. Capitalism was too slow; socialism promised transformation. Soviet planning seemed scientifically superior to market chaos. I genuinely believed cooperatives would modernize agriculture.

Reflection on Mistakes: Forced collectivization ignored farmer incentives and local knowledge. Bureaucrats in Tunis couldn't manage agriculture better than farmers in fields. Ideology blinded me to practical reality. Tunisia's agricultural production collapsed.

Modern Strategic Analysis: Modern lesson: central planning fails because information is dispersed. Markets aggregate local knowledge that bureaucrats can't access. China's Great Leap Forward, Soviet collectivization - the pattern repeats. Respect local knowledge.",141,0,0
EVT_00060,End of Socialism,1969,Tunisia,Tunis,Political Decision,Habib Bourguiba,"Ended Ben Salah's socialist experiment and returned to market economics. I imprisoned Ben Salah and dismantled cooperatives. Ideology had to yield to reality. Tunisia needed functioning economy, not perfect theory.","Socialist experiment nearly destroyed our economy. Food production fell, investment fled, people suffered. I had supported it initially but pragmatism required reversal. Leaders who can't admit mistakes destroy nations.",I scapegoated Ben Salah too completely. The policy was mine as much as his. Blaming subordinates for failed policies is cowardly leadership. I should have taken responsibility publicly.,"Modern lesson: leaders must acknowledge failures honestly. But they rarely do. Blame subordinates, external factors, anything but themselves. Corporate CEOs, politicians - responsibility flows upward until success, then gets claimed.",good,good,good,good,1,CE,1969 CE,68,30,214,29,219,28,185,30,233,117,4,100.0,"Event: End of Socialism | Year: 1969 CE | Location: Tunis | Country: Tunisia | Type: Political Decision | Historical Figure: Habib Bourguiba

Description: Ended Ben Salah's socialist experiment and returned to market economics. I imprisoned Ben Salah and dismantled cooperatives. Ideology had to yield to reality. Tunisia needed functioning economy, not perfect theory.

First-Person Account: Socialist experiment nearly destroyed our economy. Food production fell, investment fled, people suffered. I had supported it initially but pragmatism required reversal. Leaders who can't admit mistakes destroy nations.

Reflection on Mistakes: I scapegoated Ben Salah too completely. The policy was mine as much as his. Blaming subordinates for failed policies is cowardly leadership. I should have taken responsibility publicly.

Modern Strategic Analysis: Modern lesson: leaders must acknowledge failures honestly. But they rarely do. Blame subordinates, external factors, anything but themselves. Corporate CEOs, politicians - responsibility flows upward until success, then gets claimed.",149,0,0
EVT_00061,Oil Crisis Benefits,1973,Tunisia,Tunisia,Political Decision,Habib Bourguiba,"The 1973 oil crisis dramatically increased Tunisia's petroleum revenue. Our modest oil production became valuable overnight. We used the windfall for development - infrastructure, education, health care.","Oil prices were luck, not policy. But we used the windfall wisely, investing in human capital rather than military toys. Education spending created Tunisia's skilled workforce.",We could have saved more oil revenue for future generations. Norway's sovereign wealth fund model would have served us better. We spent too much on current consumption rather than sustainable investment.,"Modern lesson: resource windfalls should be saved, not spent. Oil states that invested in education and diversification (UAE) prospered. Those that spent on consumption (Venezuela) collapsed when prices fell.",good,good,good,good,1,CE,1973 CE,70,27,203,26,176,31,203,29,208,113,4,100.0,"Event: Oil Crisis Benefits | Year: 1973 CE | Location: Tunisia | Country: Tunisia | Type: Political Decision | Historical Figure: Habib Bourguiba

Description: The 1973 oil crisis dramatically increased Tunisia's petroleum revenue. Our modest oil production became valuable overnight. We used the windfall for development - infrastructure, education, health care.

First-Person Account: Oil prices were luck, not policy. But we used the windfall wisely, investing in human capital rather than military toys. Education spending created Tunisia's skilled workforce.

Reflection on Mistakes: We could have saved more oil revenue for future generations. Norway's sovereign wealth fund model would have served us better. We spent too much on current consumption rather than sustainable investment.

Modern Strategic Analysis: Modern lesson: resource windfalls should be saved, not spent. Oil states that invested in education and diversification (UAE) prospered. Those that spent on consumption (Venezuela) collapsed when prices fell.",145,0,0
EVT_00062,Bread Riots,1984,Tunisia,Tunisia,Battle,Tunisian Protesters,Massive riots erupted when government tried to cut bread subsidies on IMF advice. We burned government buildings and fought police. Government reversed the cuts. Even autocrats have limits.,Bread prices are political dynamite. We were hungry and poor while elites enriched themselves. Removing subsidies was the last straw. IMF economists don't riot; the poor do.,"Riots achieved immediate goal but no structural change. Bourguiba kept power, subsidies remained, and Tunisia's economy continued stagnating. We should have demanded democracy, not just bread.","Modern lesson: food riots topple governments. Arab Spring, French Yellow Vests - hunger drives revolution. But riots without organization just change policies, not systems. Real change requires sustained political movement.",good,good,good,good,1,CE,1984 CE,72,28,189,27,173,26,192,30,223,111,4,100.0,"Event: Bread Riots | Year: 1984 CE | Location: Tunisia | Country: Tunisia | Type: Battle | Historical Figure: Tunisian Protesters

Description: Massive riots erupted when government tried to cut bread subsidies on IMF advice. We burned government buildings and fought police. Government reversed the cuts. Even autocrats have limits.

First-Person Account: Bread prices are political dynamite. We were hungry and poor while elites enriched themselves. Removing subsidies was the last straw. IMF economists don't riot; the poor do.

Reflection on Mistakes: Riots achieved immediate goal but no structural change. Bourguiba kept power, subsidies remained, and Tunisia's economy continued stagnating. We should have demanded democracy, not just bread.

Modern Strategic Analysis: Modern lesson: food riots topple governments. Arab Spring, French Yellow Vests - hunger drives revolution. But riots without organization just change policies, not systems. Real change requires sustained political movement.",141,0,0
EVT_00063,Succession Crisis,1987,Tunisia,Tunis,Political Decision,Zine El Abidine Ben Ali,"Ousted Bourguiba in a bloodless coup, declaring him senile and unfit to govern. Bourguiba was 84, paranoid, and erratic. I presented the coup as medical necessity, not power grab. Tunisia needed fresh leadership.","Bourguiba had become a liability - arresting people randomly, talking to dead advisors. Tunisia needed stability. As Prime Minister and Interior Minister, I had power to act. The medical commission's declaration gave me legal cover.","I promised democracy and reform, then established a police state worse than Bourguiba's. Power corrupted me quickly. I should have held elections and stepped aside. Instead, I created a kleptocracy.","Modern lesson: coups justified as necessary often install worse rulers. Military takeovers promising order typically deliver corruption. Egypt, Thailand, Myanmar - the pattern is consistent. Revolution rarely improves things.",good,good,good,good,1,CE,1987 CE,73,33,212,35,232,30,198,29,225,127,4,100.0,"Event: Succession Crisis | Year: 1987 CE | Location: Tunis | Country: Tunisia | Type: Political Decision | Historical Figure: Zine El Abidine Ben Ali

Description: Ousted Bourguiba in a bloodless coup, declaring him senile and unfit to govern. Bourguiba was 84, paranoid, and erratic. I presented the coup as medical necessity, not power grab. Tunisia needed fresh leadership.

First-Person Account: Bourguiba had become a liability - arresting people randomly, talking to dead advisors. Tunisia needed stability. As Prime Minister and Interior Minister, I had power to act. The medical commission's declaration gave me legal cover.

Reflection on Mistakes: I promised democracy and reform, then established a police state worse than Bourguiba's. Power corrupted me quickly. I should have held elections and stepped aside. Instead, I created a kleptocracy.

Modern Strategic Analysis: Modern lesson: coups justified as necessary often install worse rulers. Military takeovers promising order typically deliver corruption. Egypt, Thailand, Myanmar - the pattern is consistent. Revolution rarely improves things.",161,0,0
EVT_00064,Economic Liberalization,1988,Tunisia,Tunis,Cultural Reform,Zine El Abidine Ben Ali,"Liberalized Tunisia's economy, privatizing state enterprises and opening to foreign investment. Tourism and manufacturing grew rapidly. Tunisia became North Africa's most prosperous country economically, if not politically.",Tunisia needed growth to provide jobs and reduce poverty. State-run economy was inefficient. Opening to markets and competition increased prosperity. Economics was my success; politics was my failure.,"Liberalization enriched my family and cronies disproportionately. Privatization became looting. We created oligarchy, not market economy. Without democratic oversight, liberalization becomes theft.","Modern lesson: markets require rule of law. Privatization in corrupt systems just transfers state assets to connected elites. Russia's oligarchs, Tunisia's Ben Ali clan - privatization without democracy is robbery.",good,good,good,good,1,CE,1988 CE,74,27,223,28,200,22,197,30,214,107,4,100.0,"Event: Economic Liberalization | Year: 1988 CE | Location: Tunis | Country: Tunisia | Type: Cultural Reform | Historical Figure: Zine El Abidine Ben Ali

Description: Liberalized Tunisia's economy, privatizing state enterprises and opening to foreign investment. Tourism and manufacturing grew rapidly. Tunisia became North Africa's most prosperous country economically, if not politically.

First-Person Account: Tunisia needed growth to provide jobs and reduce poverty. State-run economy was inefficient. Opening to markets and competition increased prosperity. Economics was my success; politics was my failure.

Reflection on Mistakes: Liberalization enriched my family and cronies disproportionately. Privatization became looting. We created oligarchy, not market economy. Without democratic oversight, liberalization becomes theft.

Modern Strategic Analysis: Modern lesson: markets require rule of law. Privatization in corrupt systems just transfers state assets to connected elites. Russia's oligarchs, Tunisia's Ben Ali clan - privatization without democracy is robbery.",141,0,0
EVT_00065,Repression of Islamists,1991,Tunisia,Tunisia,Political Decision,Zine El Abidine Ben Ali,"Crushed the Ennahda Islamist movement, imprisoning thousands. I banned religious parties, tortured suspects, and drove Islamists into exile. I claimed to prevent Algeria's chaos and Islamic extremism.","Algeria's civil war killed 200,000 after Islamists won elections then were blocked from power. I saw Islamists as existential threat to Tunisia's secularism. Repression was harsh but necessary for stability.","Repression radicalized moderates and created martyrs. Torture created genuine extremists. A political solution - allowing Ennahda to participate under rules - might have integrated them peacefully, as happened after my fall.",Modern lesson: repressing political movements drives them underground and radicalizes them. Engagement and co-option work better than exclusion. Turkey integrated Islamists through democracy; Algeria tried repression and got civil war.,good,good,good,good,1,CE,1991 CE,76,27,200,30,207,31,224,30,235,118,4,100.0,"Event: Repression of Islamists | Year: 1991 CE | Location: Tunisia | Country: Tunisia | Type: Political Decision | Historical Figure: Zine El Abidine Ben Ali

Description: Crushed the Ennahda Islamist movement, imprisoning thousands. I banned religious parties, tortured suspects, and drove Islamists into exile. I claimed to prevent Algeria's chaos and Islamic extremism.

First-Person Account: Algeria's civil war killed 200,000 after Islamists won elections then were blocked from power. I saw Islamists as existential threat to Tunisia's secularism. Repression was harsh but necessary for stability.

Reflection on Mistakes: Repression radicalized moderates and created martyrs. Torture created genuine extremists. A political solution - allowing Ennahda to participate under rules - might have integrated them peacefully, as happened after my fall.

Modern Strategic Analysis: Modern lesson: repressing political movements drives them underground and radicalizes them. Engagement and co-option work better than exclusion. Turkey integrated Islamists through democracy; Algeria tried repression and got civil war.",153,0,0
EVT_00066,Family Corruption,2000,Tunisia,Tunis,Political Decision,Leila Trabelsi,"As Ben Ali's wife, I and my family controlled vast portions of Tunisia's economy through corruption, extortion, and theft. We demanded shares in any successful business. Tunisia became a family mafia state.",We had power and used it. Every business needed our permission to operate. We took what we wanted. This is how power works everywhere - Tunisia was just more honest about it.,"Our greed destroyed Ben Ali's regime. By 2010, even elites hated us. When revolution came, no one defended us because everyone resented our theft. Moderate corruption maintains power; extreme greed destroys it.","Modern lesson: kleptocrats who steal too much lose elite support. Successful dictators share spoils with key supporters. When one family takes everything, everyone else has incentive to overthrow you. Marcos, Suharto - the pattern repeats.",good,good,good,good,1,CE,2000 CE,77,32,206,32,174,32,210,35,239,131,4,100.0,"Event: Family Corruption | Year: 2000 CE | Location: Tunis | Country: Tunisia | Type: Political Decision | Historical Figure: Leila Trabelsi

Description: As Ben Ali's wife, I and my family controlled vast portions of Tunisia's economy through corruption, extortion, and theft. We demanded shares in any successful business. Tunisia became a family mafia state.

First-Person Account: We had power and used it. Every business needed our permission to operate. We took what we wanted. This is how power works everywhere - Tunisia was just more honest about it.

Reflection on Mistakes: Our greed destroyed Ben Ali's regime. By 2010, even elites hated us. When revolution came, no one defended us because everyone resented our theft. Moderate corruption maintains power; extreme greed destroys it.

Modern Strategic Analysis: Modern lesson: kleptocrats who steal too much lose elite support. Successful dictators share spoils with key supporters. When one family takes everything, everyone else has incentive to overthrow you. Marcos, Suharto - the pattern repeats.",162,0,0
EVT_00067,Mohamed Bouazizi Self-Immolation,2010,Tunisia,Sidi Bouzid,Political Decision,Mohamed Bouazizi,Set myself on fire after police confiscated my fruit cart and humiliated me. I wasn't a revolutionary - just a desperate man. My death sparked Tunisia's revolution and the Arab Spring.,"I had a university degree but no job. Police demanded bribes I couldn't pay. They seized my cart, slapped me, insulted my dead father. I went to the governor's office to complain; they refused to see me. What else could I do?","I didn't intend to start a revolution. I was just exhausted, humiliated, and hopeless. If I'd known my death would free Tunisia, would I have done it differently? Maybe. Or maybe my desperation was necessary - calculated martyrdom lacks authenticity.","Modern lesson: revolutions start from despair, not ideology. Bouazizi wasn't a political activist. His death resonated because every Tunisian recognized his humiliation. Sometimes ordinary suffering is more revolutionary than organized protest.",good,good,good,good,1,CE,2010 CE,79,31,184,42,225,40,250,31,244,144,4,100.0,"Event: Mohamed Bouazizi Self-Immolation | Year: 2010 CE | Location: Sidi Bouzid | Country: Tunisia | Type: Political Decision | Historical Figure: Mohamed Bouazizi

Description: Set myself on fire after police confiscated my fruit cart and humiliated me. I wasn't a revolutionary - just a desperate man. My death sparked Tunisia's revolution and the Arab Spring.

First-Person Account: I had a university degree but no job. Police demanded bribes I couldn't pay. They seized my cart, slapped me, insulted my dead father. I went to the governor's office to complain; they refused to see me. What else could I do?

Reflection on Mistakes: I didn't intend to start a revolution. I was just exhausted, humiliated, and hopeless. If I'd known my death would free Tunisia, would I have done it differently? Maybe. Or maybe my desperation was necessary - calculated martyrdom lacks authenticity.

Modern Strategic Analysis: Modern lesson: revolutions start from despair, not ideology. Bouazizi wasn't a political activist. His death resonated because every Tunisian recognized his humiliation. Sometimes ordinary suffering is more revolutionary than organized protest.",177,1,0
EVT_00068,Tunisian Revolution,2011,Tunisia,Tunisia,Battle,Tunisian Protesters,"Mass protests erupted after Bouazizi's death. Thousands demonstrated daily despite police violence. Martyrs multiplied - over 300 died. After 28 days, Ben Ali fled to Saudi Arabia. We overthrew a dictator through nonviolent resistance.","Ben Ali's police killed us, but we kept coming. Social media spread the word. Everyone was tired of corruption, unemployment, and humiliation. Bouazizi's death was a spark, but the fuel was decades of accumulated rage.","Post-revolution chaos was difficult. Democracy is harder than autocracy. Economic problems persisted. Some Tunisians became nostalgic for Ben Ali's stability. We won the revolution but struggled to build what comes
EVT_00069,Jasmine Revolution Success,14,1,2011,Tunisia,Tunis,Political Decision,Tunisian People,Ben Ali fled after 28 days of protests. Tunisia became the Arab Spring's only success story. We proved that Arab peoples could overthrow dictators and build democracy. The world watched in amazement."",We stayed nonviolent despite provocation. We used social media to coordinate. We refused to let fear silence us. Every martyr strengthened our resolve. The army refused to shoot us - that's when we knew we'd won."",Post-revolution transition was chaotic. Multiple governments",economic crisis,good,good,good,short,1,CE,2011 CE,80,34,235,35,218,106,787,2,15,177,3,75.0,"Event: Tunisian Revolution | Year: 2011 CE | Location: Tunisia | Country: Tunisia | Type: Battle | Historical Figure: Tunisian Protesters

Description: Mass protests erupted after Bouazizi's death. Thousands demonstrated daily despite police violence. Martyrs multiplied - over 300 died. After 28 days, Ben Ali fled to Saudi Arabia. We overthrew a dictator through nonviolent resistance.

First-Person Account: Ben Ali's police killed us, but we kept coming. Social media spread the word. Everyone was tired of corruption, unemployment, and humiliation. Bouazizi's death was a spark, but the fuel was decades of accumulated rage.

Reflection on Mistakes: Post-revolution chaos was difficult. Democracy is harder than autocracy. Economic problems persisted. Some Tunisians became nostalgic for Ben Ali's stability. We won the revolution but struggled to build what comes
EVT_00069,Jasmine Revolution Success,14,1,2011,Tunisia,Tunis,Political Decision,Tunisian People,Ben Ali fled after 28 days of protests. Tunisia became the Arab Spring's only success story. We proved that Arab peoples could overthrow dictators and build democracy. The world watched in amazement."",We stayed nonviolent despite provocation. We used social media to coordinate. We refused to let fear silence us. Every martyr strengthened our resolve. The army refused to shoot us - that's when we knew we'd won."",Post-revolution transition was chaotic. Multiple governments

Modern Strategic Analysis: economic crisis",207,0,0
EVT_00070,Constitutional Assembly Election,2011,Tunisia,Tunisia,Political Decision,Ennahda Party,"First free elections in Tunisian history. Ennahda, the Islamist party we'd banned for decades, won plurality. Secular parties feared Islamist takeover. But Ennahda formed coalition government and accepted democratic rules.",We won because we were organized and had clear values. Secular parties were fragmented. But we knew we couldn't govern alone - we needed coalition partners. Compromise was necessary for democracy.,"We should have been clearer about our commitment to democracy from the start. Our ambiguity scared secularists. Also, we governed poorly - focused on ideology, not economics. Good governance matters more than good intentions.","Modern lesson: Islamist parties can accept democracy if given the chance. Turkey's AKP, Tunisia's Ennahda - when allowed to compete, they often moderate. Repression radicalizes; participation moderates.",good,good,good,good,1,CE,2011 CE,80,30,222,31,196,34,225,27,202,122,4,100.0,"Event: Constitutional Assembly Election | Year: 2011 CE | Location: Tunisia | Country: Tunisia | Type: Political Decision | Historical Figure: Ennahda Party

Description: First free elections in Tunisian history. Ennahda, the Islamist party we'd banned for decades, won plurality. Secular parties feared Islamist takeover. But Ennahda formed coalition government and accepted democratic rules.

First-Person Account: We won because we were organized and had clear values. Secular parties were fragmented. But we knew we couldn't govern alone - we needed coalition partners. Compromise was necessary for democracy.

Reflection on Mistakes: We should have been clearer about our commitment to democracy from the start. Our ambiguity scared secularists. Also, we governed poorly - focused on ideology, not economics. Good governance matters more than good intentions.

Modern Strategic Analysis: Modern lesson: Islamist parties can accept democracy if given the chance. Turkey's AKP, Tunisia's Ennahda - when allowed to compete, they often moderate. Repression radicalizes; participation moderates.",154,0,0
EVT_00071,New Constitution Adoption,2014,Tunisia,Tunis,Political Decision,National Constituent Assembly,"Adopted one of the Arab world's most progressive constitutions. Guaranteed rights, gender equality, religious freedom. Balance between Islam and secularism. Democracy and human rights enshrined in law.","We debated for three years. Islamists and secularists compromised. Neither got everything, but everyone got something. The process was frustrating but legitimate. Consensus requires patience.",Three years was too long. Economic crisis deepened while we debated constitutional details. We should have worked faster. Perfect is the enemy of good. But rushing would have delegitimized the document.,"Modern lesson: constitution-making requires balance between speed and legitimacy. Iraq rushed and got a bad constitution. Egypt took too long and military seized power. Tunisia's pace was about right, though painful.",good,good,good,good,1,CE,2014 CE,82,27,201,25,191,31,202,31,216,114,4,100.0,"Event: New Constitution Adoption | Year: 2014 CE | Location: Tunis | Country: Tunisia | Type: Political Decision | Historical Figure: National Constituent Assembly

Description: Adopted one of the Arab world's most progressive constitutions. Guaranteed rights, gender equality, religious freedom. Balance between Islam and secularism. Democracy and human rights enshrined in law.

First-Person Account: We debated for three years. Islamists and secularists compromised. Neither got everything, but everyone got something. The process was frustrating but legitimate. Consensus requires patience.

Reflection on Mistakes: Three years was too long. Economic crisis deepened while we debated constitutional details. We should have worked faster. Perfect is the enemy of good. But rushing would have delegitimized the document.

Modern Strategic Analysis: Modern lesson: constitution-making requires balance between speed and legitimacy. Iraq rushed and got a bad constitution. Egypt took too long and military seized power. Tunisia's pace was about right, though painful.",147,0,0
EVT_00072,Political Assassinations,2013,Tunisia,Tunis,Battle,Unknown Assassins,Assassinated secular politicians Chokri Belaid and Mohamed Brahmi. These murders nearly destroyed Tunisia's democratic transition. Secularists blamed Ennahda; Islamists denied involvement. We almost returned to civil war.,"We were trying to destabilize democracy. By killing popular secularists, we hoped to provoke conflict between Islamists and secularists. Tunisia almost fell into the trap - mass protests, government crisis, threat of coup.","The assassinations backfired. Instead of civil war, Tunisians rallied for democracy. Civil society mediated dialogue. The government stepped down peacefully. We tried to destroy democracy but inadvertently strengthened it.",Modern lesson: terrorism aims to provoke overreaction. Successful democracies resist this trap. Tunisia didn't let assassinations trigger cycle of revenge. Mature political culture matters more than constitutions.,good,good,good,good,1,CE,2013 CE,81,27,221,33,222,29,222,27,213,116,4,100.0,"Event: Political Assassinations | Year: 2013 CE | Location: Tunis | Country: Tunisia | Type: Battle | Historical Figure: Unknown Assassins

Description: Assassinated secular politicians Chokri Belaid and Mohamed Brahmi. These murders nearly destroyed Tunisia's democratic transition. Secularists blamed Ennahda; Islamists denied involvement. We almost returned to civil war.

First-Person Account: We were trying to destabilize democracy. By killing popular secularists, we hoped to provoke conflict between Islamists and secularists. Tunisia almost fell into the trap - mass protests, government crisis, threat of coup.

Reflection on Mistakes: The assassinations backfired. Instead of civil war, Tunisians rallied for democracy. Civil society mediated dialogue. The government stepped down peacefully. We tried to destroy democracy but inadvertently strengthened it.

Modern Strategic Analysis: Modern lesson: terrorism aims to provoke overreaction. Successful democracies resist this trap. Tunisia didn't let assassinations trigger cycle of revenge. Mature political culture matters more than constitutions.",146,0,0
